14.532354; 14.532354; 9.747986; 14.532354; 0.0; 24.28034; 9.747986; 14.532354
11.452439; 25.984795; 11.137674; 25.984795; 0.0; 37.122467; 11.137674; 1.7044535
13.66789; 39.652683; 9.392335; 39.652683; 0.0; 49.045017; 9.392335; 2.5302153
12.8846; 52.537285; 12.057175; 52.537285; 0.0; 64.59446; 12.057175; 3.4922647
14.49442; 67.03171; 12.288489; 67.03171; 0.0; 79.3202; 12.288489; 2.4372454
13.666424; 80.698135; 11.458638; 80.698135; 0.0; 92.15678; 11.458638; 1.3779345
12.165161; 92.8633; 12.749167; 92.8633; 0.0; 105.612465; 12.749167; 0.70652294
11.439565; 104.302864; 11.401762; 105.612465; 1.3096027; 117.01423; 12.711365; 1.3096027
12.171699; 116.47456; 11.329163; 117.01423; 0.5396662; 128.34338; 11.868829; 0.5396662
14.426649; 130.90121; 9.642164; 130.90121; 0.0; 140.54338; 9.642164; 2.5578203
12.644726; 143.54594; 9.831177; 143.54594; 0.0; 153.37712; 9.831177; 3.0025616
12.370868; 155.91681; 10.905209; 155.91681; 0.0; 166.82202; 10.905209; 2.539691
14.580446; 170.49725; 9.097843; 170.49725; 0.0; 179.5951; 9.097843; 3.6752377
11.951857; 182.44911; 11.663972; 182.44911; 0.0; 194.11308; 11.663972; 2.8540134
10.966671; 193.41579; 11.825229; 194.11308; 0.6973009; 205.93831; 12.52253; 0.6973009
10.1800785; 203.59587; 9.586561; 205.93832; 2.342451; 215.52489; 11.929012; 2.342451
11.502768; 215.09863; 9.671064; 215.52487; 0.42624474; 225.19594; 10.097309; 0.42624474
10.198451; 225.29709; 12.468024; 225.29709; 0.0; 237.7651; 12.468024; 0.10114193
13.681252; 238.97833; 11.7514515; 238.97833; 0.0; 250.72978; 11.7514515; 1.2132273
12.288013; 251.26634; 11.484973; 251.26634; 0.0; 262.7513; 11.484973; 0.53656197
14.80731; 266.07364; 10.41854; 266.07364; 0.0; 276.4922; 10.41854; 3.3223372
12.018995; 278.09262; 9.407221; 278.09262; 0.0; 287.49985; 9.407221; 1.6004553
11.760304; 289.85294; 10.183049; 289.85294; 0.0; 300.03598; 10.183049; 2.3530836
11.639231; 301.49216; 9.782091; 301.49216; 0.0; 311.27426; 9.782091; 1.4561815
10.395951; 311.88812; 10.2915535; 311.88812; 0.0; 322.1797; 10.2915535; 0.61386013
10.211692; 322.09982; 11.70356; 322.1797; 0.07986164; 333.88324; 11.7834215; 0.07986164
11.243029; 333.34286; 11.153771; 333.88327; 0.5403929; 345.03705; 11.694164; 0.5403929
10.058982; 343.40186; 9.142671; 345.03705; 1.6351824; 354.17972; 10.777853; 1.6351824
12.027917; 355.42978; 12.065567; 355.42978; 0.0; 367.49536; 12.065567; 1.2500639
14.721294; 370.15106; 10.852658; 370.15106; 0.0; 381.00372; 10.852658; 2.6557274
12.857777; 383.00885; 11.618854; 383.00885; 0.0; 394.62772; 11.618854; 2.0051184
13.995799; 397.00464; 12.749567; 397.00464; 0.0; 409.7542; 12.749567; 2.3769455
10.046285; 407.05093; 9.676975; 409.7542; 2.7032824; 419.43118; 12.380258; 2.7032824
13.201366; 420.2523; 11.601906; 420.2523; 0.0; 431.8542; 11.601906; 0.8211088
13.691584; 433.94388; 9.113935; 433.94388; 0.0; 443.0578; 9.113935; 2.0896778
10.614857; 444.55875; 11.797519; 444.55875; 0.0; 456.35626; 11.797519; 1.5009212
11.60164; 456.1604; 9.25741; 456.3563; 0.19587898; 465.6137; 9.453289; 0.19587898
12.812905; 468.9733; 12.365938; 468.9733; 0.0; 481.33923; 12.365938; 3.3596163
10.02301; 478.9963; 9.529388; 481.33923; 2.342928; 490.86862; 11.872316; 2.342928
10.501104; 489.4974; 12.515735; 490.86862; 1.371212; 503.38437; 13.886947; 1.371212
11.876594; 501.374; 10.02486; 503.38434; 2.010353; 513.4092; 12.035213; 2.010353
11.381554; 512.75555; 10.7779045; 513.40924; 0.6536598; 524.18713; 11.431564; 0.6536598
10.603008; 523.3586; 11.655281; 524.18713; 0.82855606; 535.8424; 12.483837; 0.82855606
13.49662; 536.8552; 9.160492; 536.8552; 0.0; 546.01575; 9.160492; 1.012783
14.64149; 551.4967; 9.977053; 551.4967; 0.0; 561.47375; 9.977053; 5.480998
10.207266; 561.704; 11.974581; 561.704; 0.0; 573.6786; 11.974581; 0.23021317
14.37833; 576.08234; 9.928037; 576.08234; 0.0; 586.0104; 9.928037; 2.4037495
10.146113; 586.22845; 10.841686; 586.22845; 0.0; 597.0701; 10.841686; 0.2180767
11.883546; 598.112; 10.062718; 598.112; 0.0; 608.17474; 10.062718; 1.0418596
13.041372; 611.1534; 9.784338; 611.1534; 0.0; 620.93774; 9.784338; 2.978654
